policy,rerank,avatar_id,taste,activity,conformity,diversity,page,recommended,watched,rating,feeling,ground_truth
MultVAE,Prefer,161, I have a preference for action-packed and thrilling movies.|  I appreciate thought-provoking and intellectually stimulating films.,많이봄,균형형,균형형,3,"['Time Bandits (1981)', 'Dangerous Liaisons (1988)', 'Grosse Pointe Blank (1997)', 'Airplane! (1980)']","['Time Bandits', 'Grosse Pointe Blank', 'Airplane!']","[4, 5, 5]","['I enjoyed the imaginative adventure and quirky characters.  ', 'The blend of humor and action made it a standout for me.  ', 'The comedy was hilarious and kept me entertained throughout.  ']","['Time Bandits (1981)', 'Dangerous Liaisons (1988)', 'Airplane! (1980)']"
MultVAE,Prefer,161, I have a preference for action-packed and thrilling movies.|  I appreciate thought-provoking and intellectually stimulating films.,많이봄,균형형,균형형,4,"['Arthur (1981)', 'Field of Dreams (1989)', 'Glory (1989)', 'Trainspotting (1996)']",['Glory (1989)'],[5],['The powerful storytelling and historical significance left a profound impact on me.  '],[]
MultVAE,Prefer,162, Sci-Fi and Fantasy Enthusiast|  Comedy Lover,가끔봄,동조형,균형형,1,"['American Beauty (1999)', 'South Park: Bigger, Longer and Uncut (1999)', 'Bowfinger (1999)', 'Sleepy Hollow (1999)']",['Sleepy Hollow'],[4],"['I found it thrilling and captivating, with a perfect blend of suspense and supernatural elements.']",[]
MultVAE,Prefer,163, Classic Action and Adventure|  Psychological Thrillers and Animated Films,자주봄,독립형,탐험형,1,"['Back to the Future (1985)', 'Star Wars: Episode IV - A New Hope (1977)', 'Star Wars: Episode VI - Return of the Jedi (1983)', 'E.T. the Extra-Terrestrial (1982)']","['Back to the Future', 'Star Wars: Episode IV - A New Hope', 'Star Wars: Episode VI - Return of the Jedi', 'E.T. the Extra-Terrestrial']","[5, 5, 4, 5]","['I was thoroughly entertained by its clever plot and nostalgic charm.', 'The epic storytelling and memorable characters left a lasting impression on me.', 'The conclusion of the saga was thrilling, though I felt some parts were a bit predictable.', 'The emotional connection and heartwarming story resonated deeply with me.']","['Star Wars: Episode IV - A New Hope (1977)', 'Star Wars: Episode VI - Return of the Jedi (1983)']"
MultVAE,Prefer,163, Classic Action and Adventure|  Psychological Thrillers and Animated Films,자주봄,독립형,탐험형,2,"['Blade Runner (1982)', 'Galaxy Quest (1999)', 'North by Northwest (1959)', 'Raiders of the Lost Ark (1981)']","['Blade Runner', 'Galaxy Quest', 'North by Northwest', 'Raiders of the Lost Ark']","[5, 4, 4, 5]","[""The film's depth and visuals left a lasting impression on me."", 'It was a fun and entertaining adventure that exceeded my expectations.', 'The suspense and classic storytelling captivated me throughout.', 'The thrilling action and adventure made it an unforgettable experience.']",['Raiders of the Lost Ark (1981)']
MultVAE,Prefer,163, Classic Action and Adventure|  Psychological Thrillers and Animated Films,자주봄,독립형,탐험형,3,"['Terminator 2: Judgment Day (1991)', 'Matrix, The (1999)', 'Willy Wonka and the Chocolate Factory (1971)', 'Terminator, The (1984)']","['Terminator 2: Judgment Day', 'Matrix, The', 'Willy Wonka and the Chocolate Factory', 'Terminator, The']","[5, 5, 4, 5]","['An exhilarating experience that exceeded my expectations.  ', 'A mind-bending journey that left me questioning reality.  ', 'A delightful and imaginative adventure that brought back childhood memories.  ', 'A thrilling classic that set the standard for future sci-fi films.  ']","['Terminator 2: Judgment Day (1991)', 'Matrix, The (1999)']"
MultVAE,Prefer,164, Classic Romantic Comedies|  Adventure and Action,가끔봄,균형형,취향형,1,"['Casablanca (1942)', 'Groundhog Day (1993)', 'Back to the Future (1985)', 'Graduate, The (1967)']","['Casablanca', 'Groundhog Day', 'Graduate, The']","[5, 4, 4]","['A timeless masterpiece that beautifully captures love amidst turmoil.  ', 'A delightful blend of humor and heart that left me reflecting on life.  ', 'A thought-provoking exploration of love and choices that resonated deeply.  ']",['Casablanca (1942)']
MultVAE,Prefer,165, Romantic Comedy Enthusiast|  Classic Romance Admirer,가끔봄,균형형,취향형,1,"[""You've Got Mail (1998)"", 'As Good As It Gets (1997)', 'Sabrina (1995)', 'Groundhog Day (1993)']","[""You've Got Mail"", 'Sabrina', 'Groundhog Day']","[4, 4, 5]","['I found it delightful and heartwarming, capturing the essence of romance beautifully.', 'It was captivating and engaging, with a lovely romantic tension throughout.', 'I was thoroughly entertained and appreciated the clever blend of romance and humor in a unique narrative.']",['Groundhog Day (1993)']
MultVAE,Prefer,166, I have a preference for drama and emotional films.|  I enjoy a mix of drama and fantasy genres.,가끔봄,균형형,취향형,1,"['Black and White (1999)', '10 Things I Hate About You (1999)', 'Dogma (1999)', ""She's All That (1999)""]","['10 Things I Hate About You', ""She's All That""]","[4, 3]","['I found it charming and relatable, with a delightful mix of humor and romance.', 'It was enjoyable, but somewhat predictable in its storyline.']","['Black and White (1999)', 'Dogma (1999)']"
MultVAE,Prefer,167, Action and Adventure|  Animated and Family-Friendly,많이봄,균형형,탐험형,1,"['Splash (1984)', 'Willy Wonka and the Chocolate Factory (1971)', 'Big (1988)', 'Men in Black (1997)']","['Willy Wonka and the Chocolate Factory', 'Big', 'Men in Black']","[4, 4, 5]","['I found it to be a delightful and imaginative journey.', 'It was a charming exploration of adulthood with a fun twist.', 'I thoroughly enjoyed the blend of action and humor, making it a standout experience.']","['Splash (1984)', 'Willy Wonka and the Chocolate Factory (1971)', 'Men in Black (1997)']"
MultVAE,Prefer,167, Action and Adventure|  Animated and Family-Friendly,많이봄,균형형,탐험형,2,"['Popeye (1980)', 'Jurassic Park (1993)', 'Lethal Weapon (1987)', 'Good Morning, Vietnam (1987)']","['Jurassic Park', 'Lethal Weapon']","[5, 4]","['It was an exhilarating experience that kept me on the edge of my seat!  ', 'The mix of action and humor made it a fun and engaging watch!  ']","['Popeye (1980)', 'Jurassic Park (1993)', 'Lethal Weapon (1987)']"
MultVAE,Prefer,167, Action and Adventure|  Animated and Family-Friendly,많이봄,균형형,탐험형,3,"[""There's Something About Mary (1998)"", 'Mask, The (1994)', 'E.T. the Extra-Terrestrial (1982)', 'Broken Arrow (1996)']","[""There's Something About Mary"", 'E.T. the Extra-Terrestrial', 'Broken Arrow']","[4, 5, 4]","['I found it hilarious and charming, with memorable moments.', 'It touched my heart and reminded me of the magic of friendship.', 'It was thrilling and kept me on the edge of my seat with its action-packed sequences.']","['Mask, The (1994)']"
MultVAE,Prefer,167, Action and Adventure|  Animated and Family-Friendly,많이봄,균형형,탐험형,4,"['Groundhog Day (1993)', 'Jerk, The (1979)', 'Blues Brothers, The (1980)', 'Sleepless in Seattle (1993)']","['Groundhog Day (1993)', 'Jerk, The (1979)', 'Blues Brothers, The (1980)']","[5, 4, 5]","['I thoroughly enjoyed the clever humor and heartwarming message.', 'It was a hilarious ride filled with absurdity that kept me entertained.', 'The combination of music and comedy was absolutely fantastic and left me wanting more.']","['Groundhog Day (1993)', 'Jerk, The (1979)', 'Blues Brothers, The (1980)', 'Sleepless in Seattle (1993)']"
MultVAE,Prefer,167, Action and Adventure|  Animated and Family-Friendly,많이봄,균형형,탐험형,5,"['Matrix, The (1999)', ""Monty Python's Life of Brian (1979)"", ""Wayne's World (1992)"", 'Escape from New York (1981)']","['The Matrix', ""Monty Python's Life of Brian"", 'Escape from New York']","[5, 4, 4]","['I was captivated by the innovative storytelling and action sequences.  ', 'I found the humor clever and entertaining, though some jokes were hit or miss.  ', 'The gritty atmosphere and action kept me engaged throughout.  ']","['Matrix, The (1999)', ""Monty Python's Life of Brian (1979)"", ""Wayne's World (1992)""]"
MultVAE,Prefer,168, I have a preference for classic horror and science fiction movies.|  I also appreciate a mix of classic and modern action-adventure films.,많이봄,균형형,균형형,1,"['Nightmare on Elm Street, A (1984)', ""Jacob's Ladder (1990)"", 'Cemetery Man (Dellamorte Dellamore) (1994)', 'Hunger, The (1983)']","['Nightmare on Elm Street, A (1984)', ""Jacob's Ladder (1990)"", 'Cemetery Man (Dellamorte Dellamore) (1994)']","[5, 4, 4]","['This film was a thrilling and iconic experience that left me on the edge of my seat.', 'The psychological depth and haunting visuals made for a compelling watch.', 'Its unique blend of dark humor and horror was both entertaining and thought-provoking.']","['Nightmare on Elm Street, A (1984)', ""Jacob's Ladder (1990)"", 'Hunger, The (1983)']"
MultVAE,Prefer,168, I have a preference for classic horror and science fiction movies.|  I also appreciate a mix of classic and modern action-adventure films.,많이봄,균형형,균형형,2,"['Texas Chainsaw Massacre, The (1974)', ""Devil's Advocate, The (1997)"", 'Phantoms (1998)', 'Braindead (1992)']","['Texas Chainsaw Massacre, The (1974)', 'Phantoms (1998)', 'Braindead (1992)']","[5, 4, 5]","['A chilling masterpiece that truly captures the essence of horror.', 'An intriguing horror story with a captivating mystery that kept me engaged.', 'A wildly entertaining mix of horror and comedy that exceeded my expectations.']","[""Devil's Advocate, The (1997)"", 'Phantoms (1998)', 'Braindead (1992)']"
MultVAE,Prefer,168, I have a preference for classic horror and science fiction movies.|  I also appreciate a mix of classic and modern action-adventure films.,많이봄,균형형,균형형,3,"['Phantasm (1979)', 'Damien: Omen II (1978)', 'Thinner (1996)', 'Omen, The (1976)']","['Phantasm (1979)', 'Damien: Omen II (1978)', 'Thinner (1996)', 'Omen, The (1976)']","[4, 3, 4, 5]","['It had a captivating atmosphere and left me intrigued.  ', 'It was engaging but didn’t quite reach the intensity I expected.  ', 'The unique storyline kept me entertained throughout.  ', 'A masterful horror classic that truly captivated me.  ']","['Phantasm (1979)', 'Damien: Omen II (1978)', 'Omen, The (1976)']"
MultVAE,Prefer,168, I have a preference for classic horror and science fiction movies.|  I also appreciate a mix of classic and modern action-adventure films.,많이봄,균형형,균형형,4,"['Dracula (1931)', 'Thing, The (1982)', 'Candyman (1992)', 'Prophecy, The (1995)']","['Dracula (1931)', 'Thing, The (1982)']","[5, 5]","['A timeless classic that perfectly captured the essence of horror.  ', 'An intense and thrilling experience that kept me on the edge of my seat.  ']","['Dracula (1931)', 'Thing, The (1982)', 'Prophecy, The (1995)']"
MultVAE,Prefer,169, Classic Film Enthusiast|  Quirky Comedy Lover,가끔봄,독립형,탐험형,1,"['Stardust Memories (1980)', ""Jumpin' Jack Flash (1986)"", 'Last Detail, The (1973)', 'Cocoon (1985)']","['Last Detail, The', 'Cocoon']","[4, 5]","['I found the journey and character dynamics deeply engaging and thought-provoking.', 'The heartwarming story and themes of renewal left me feeling uplifted and inspired.']","['Stardust Memories (1980)', 'Last Detail, The (1973)']"
MultVAE,Prefer,170, Classic Film Enthusiast|  Thrilling Drama Fan,가끔봄,균형형,취향형,1,"['Psycho (1960)', 'Amadeus (1984)', 'Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963)', 'North by Northwest (1959)']","['Amadeus (1984)', 'North by Northwest (1959)']","[5, 4]","['It captivated me with its rich storytelling and character depth.  ', 'It was thrilling and engaging, though I wished for a bit more character exploration.  ']",[]
MultVAE,Prefer,171, Action-packed|  Sci-fi and Adventure,자주봄,균형형,취향형,1,"['Star Wars: Episode V - The Empire Strikes Back (1980)', 'Lethal Weapon 2 (1989)', 'Hunt for Red October, The (1990)', 'Top Gun (1986)']","['Star Wars: Episode V - The Empire Strikes Back', 'Hunt for Red October, The']","[5, 4]","['This film captivated me with its epic battles and character development.', 'The suspenseful chase and strategic elements kept me on the edge of my seat.']","['Star Wars: Episode V - The Empire Strikes Back (1980)', 'Hunt for Red October, The (1990)', 'Top Gun (1986)']"
MultVAE,Prefer,171, Action-packed|  Sci-fi and Adventure,자주봄,균형형,취향형,2,"['Star Wars: Episode I - The Phantom Menace (1999)', 'Terminator, The (1984)', 'Fugitive, The (1993)', 'Predator (1987)']","['Terminator, The', 'Predator']","[5, 4]","['I was captivated by the intense action and compelling storyline.', ""The suspense and action kept me on the edge of my seat, though it wasn't as strong as Terminator.""]","['Star Wars: Episode I - The Phantom Menace (1999)', 'Terminator, The (1984)', 'Predator (1987)']"
MultVAE,Prefer,171, Action-packed|  Sci-fi and Adventure,자주봄,균형형,취향형,3,"['Star Trek: First Contact (1996)', 'Escape from New York (1981)', 'Total Recall (1990)', 'Stargate (1994)']","['Star Trek: First Contact', 'Escape from New York', 'Total Recall', 'Stargate']","[5, 4, 5, 4]","['I was captivated by the thrilling time travel and the battle against the Borg.', 'The intense action and gritty atmosphere kept me on the edge of my seat.', 'The mind-bending plot and thrilling twists left me thoroughly entertained.', 'The exploration of ancient civilizations and the adventure was exciting and engaging.']","['Star Trek: First Contact (1996)', 'Escape from New York (1981)', 'Total Recall (1990)', 'Stargate (1994)']"
MultVAE,Prefer,172, Action-packed|  Dark and suspenseful,자주봄,균형형,탐험형,1,"['Poltergeist (1982)', 'Mad Max 2 (a.k.a. The Road Warrior) (1981)', 'Shining, The (1980)', 'Cujo (1983)']","['Poltergeist (1982)', 'Mad Max 2 (a.k.a. The Road Warrior) (1981)', 'Shining, The (1980)']","[4, 5, 5]","['The suspense kept me on the edge of my seat, making it a memorable experience.', 'The action was exhilarating and the world-building was captivating, truly a standout film.', 'The psychological depth and tension were masterfully executed, leaving a lasting impression.']","['Poltergeist (1982)', 'Shining, The (1980)']"
